"Name"	"time"	"Stream"	"avg_mgL"	"std_mgL"	"Std_p"	"ion"	"mw"	"mM"	"Recovery"	"plot"
"ID:4A"	6	"Feed"	92.4	2	0.0216450216450216	"SiO2"	60.08	1.53794940079893	61.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	8	"Feed"	104.4	2	0.0191570881226054	"SiO2"	60.08	1.73768308921438	81.6	"Ca, Cl, SiO2, SO4 "
"ID:4A"	0.333333333333333	"Permeate"	46.8	2	0.0427350427350427	"SiO2"	60.08	0.77896138482024	3.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	0.666666666666667	"Permeate"	48.4	2	0.0413223140495868	"SiO2"	60.08	0.805592543275632	6.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1	"Permeate"	50.8	2	0.0393700787401575	"SiO2"	60.08	0.845539280958722	10.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1.33333333333333	"Permeate"	50.4	2	0.0396825396825397	"SiO2"	60.08	0.838881491344874	13.6	"Ca, Cl, SiO2, SO4 "
"ID:4A"	1.66666666666667	"Permeate"	51.4	2	0.0389105058365759	"SiO2"	60.08	0.855525965379494	17	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2	"Permeate"	51.2	2	0.0390625	"SiO2"	60.08	0.85219707057257	20.4	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2.33333333333333	"Permeate"	52.8	2	0.0378787878787879	"SiO2"	60.08	0.878828229027963	23.8	"Ca, Cl, SiO2, SO4 "
"ID:4A"	2.66666666666667	"Permeate"	54	2	0.037037037037037	"SiO2"	60.08	0.898801597869507	27.2	"Ca, Cl, SiO2, SO4 "
"ID:4A"	3	"Permeate"	53.2	2	0.037593984962406	"SiO2"	60.08	0.885486018641811	30.6	"Ca, Cl, SiO2, SO4 "
